AGEP,SEX,RAC1P,HISP,SCHL,PINCP,MAR,ST,MIL,DIS,CIT,ENG,NP,JWTRNS,ESR,HINS1,TEN,PWGTP,state
40,1,1,1,21,10200,5,48,4,2,1,0,1,1,1,2,3,83,48
49,2,9,1,21,40000,1,48,4,2,1,0,3,1,1,1,1,28,48
23,1,2,1,19,52000,5,48,2,2,3,0,1,1,1,1,3,612,48
71,2,1,1,16,22180,3,48,4,2,1,3,3,1,1,2,1,72,48
16,1,6,1,12,0,5,48,0,2,4,1,4,0,6,1,3,24,48
31,2,9,2,21,60000,3,48,4,2,1,1,2,11,1,2,1,395,48
59,2,1,1,21,36000,1,48,4,2,1,0,2,1,1,1,1,259,48
80,2,9,1,21,37000,2,48,4,2,1,0,1,0,6,2,2,90,48
84,2,1,1,21,14100,2,48,4,1,1,0,2,1,1,2,3,139,48
66,2,1,1,19,11500,1,48,4,2,1,0,2,0,6,2,2,34,48
27,1,1,1,21,70000,5,48,4,2,1,1,4,1,1,1,2,73,48
6,2,9,2,3,-19999,5,48,0,2,1,2,7,0,0,2,2,178,48
37,2,9,3,16,53000,5,48,4,1,1,0,1,1,1,2,3,70,48
40,2,1,1,16,107000,1,48,4,2,1,0,3,11,1,1,3,254,48
29,2,9,2,23,46800,5,48,4,2,1,1,4,1,1,1,1,75,48
46,2,1,1,21,100000,1,48,4,2,1,0,4,1,1,1,1,321,48
17,2,2,1,14,1000,5,48,4,2,1,0,2,1,1,1,1,133,48
37,1,1,2,17,70000,5,48,4,2,1,0,3,1,1,1,1,560,48
59,1,9,2,21,58000,1,48,4,1,4,2,5,1,1,1,1,56,48
58,1,1,1,16,92000,1,48,2,2,1,0,2,1,1,1,2,29,48
37,1,6,23,21,0,5,48,4,2,1,1,3,0,6,2,3,132,48
30,1,1,1,23,120000,1,48,4,2,1,0,2,1,1,1,1,75,48
27,1,2,1,16,15300,5,48,4,2,1,0,3,1,1,2,3,886,48
40,1,1,1,19,125000,1,48,4,2,1,0,3,11,1,1,2,176,48
36,2,1,1,21,96000,1,48,4,2,1,0,4,1,1,1,1,414,48
34,2,9,1,16,65000,1,48,4,2,1,0,4,1,1,1,3,128,48
20,1,1,1,16,500,5,48,4,2,1,0,6,1,1,1,2,90,48
48,2,2,1,15,37000,5,48,4,2,1,0,1,1,1,1,3,65,48
70,1,1,1,20,0,2,48,4,2,1,0,1,0,3,2,3,59,48
21,1,1,2,19,2500,5,48,4,2,1,0,1,1,1,1,0,57,48
67,2,1,1,16,47500,3,48,4,2,1,0,1,1,1,2,2,124,48
15,2,9,1,12,0,5,48,0,2,1,0,5,0,0,1,1,41,48
21,2,2,1,19,0,5,48,4,2,1,0,1,0,6,1,0,54,48
68,1,1,1,17,29000,1,48,4,2,1,0,2,0,6,2,2,43,48
16,1,1,1,12,0,5,48,0,2,1,0,4,0,6,1,1,45,48
38,2,3,2,22,56000,1,48,4,2,4,1,8,1,1,1,1,51,48
60,2,1,1,17,12000,1,48,4,2,1,0,2,1,1,2,1,84,48
13,2,1,2,1,-19999,5,48,0,2,1,1,3,0,0,2,3,242,48
87,2,1,1,21,8600,2,48,4,1,1,0,1,0,6,1,0,43,48
75,1,1,1,21,4200,1,48,3,2,1,0,2,0,6,1,1,70,48
16,2,9,1,13,0,5,48,0,2,1,0,5,0,6,1,3,43,48
32,1,1,1,19,30000,5,48,4,2,1,0,2,1,1,1,1,89,48
61,2,2,1,13,11000,5,48,4,1,1,0,1,0,6,2,3,243,48
33,2,2,1,19,45000,1,48,4,2,1,0,3,11,1,1,3,362,48
12,1,1,1,8,-19999,5,48,0,2,1,0,8,0,0,2,3,191,48
52,1,6,1,22,120000,1,48,4,2,4,2,3,1,1,1,1,99,48
5,2,8,2,2,-19999,5,48,0,2,1,1,5,0,0,2,1,201,48
22,1,6,1,21,0,5,48,4,2,5,1,3,0,6,2,4,269,48
17,1,1,24,16,0,5,48,4,2,1,1,7,0,6,2,2,363,48
9,1,8,1,5,-19999,5,48,0,2,1,0,4,0,0,1,2,39,48
11,2,1,2,8,-19999,5,48,0,2,1,0,5,0,0,2,2,298,48
4,1,1,1,2,-19999,5,48,0,2,1,0,5,0,0,1,1,60,48
30,2,1,1,20,37000,1,48,4,2,1,0,4,1,1,2,3,54,48
18,2,8,24,15,500,5,48,4,2,3,0,9,0,6,1,3,223,48
11,2,9,2,6,-19999,5,48,0,2,1,2,4,0,0,2,3,267,48
31,1,1,1,16,0,5,48,4,1,1,0,5,0,6,2,2,105,48
3,1,2,1,1,-19999,5,48,0,2,1,0,5,0,0,2,2,1749,48
14,1,9,1,11,-19999,5,48,0,2,1,0,3,0,0,1,2,113,48
11,2,1,2,8,-19999,5,48,0,2,1,0,5,0,0,2,3,223,48
34,1,1,1,16,55000,2,48,4,2,1,0,1,1,1,1,3,346,48
11,2,8,2,7,-19999,5,48,0,2,5,1,5,0,0,2,3,909,48
2,1,2,8,0,-19999,5,48,0,2,1,0,4,0,0,2,1,63,48
24,1,8,2,19,60000,5,48,4,2,1,1,1,1,1,1,1,376,48
44,2,8,2,16,10900,1,48,4,2,1,1,3,0,6,2,1,447,48
16,2,1,2,13,0,5,48,0,2,1,1,3,0,6,2,3,388,48
12,2,7,1,10,-19999,5,48,0,2,1,0,3,0,0,1,3,152,48
49,2,6,1,20,0,1,48,4,2,5,0,4,0,6,2,1,61,48
2,1,9,1,0,-19999,5,48,0,2,1,0,4,0,0,2,2,112,48
18,2,2,1,14,0,5,48,4,2,1,0,4,0,6,1,1,407,48
22,1,8,2,16,22000,1,48,4,2,1,0,3,1,1,1,1,258,48
4,2,1,1,2,-19999,5,48,0,2,1,0,4,0,0,2,3,241,48
27,2,9,2,15,0,1,48,4,2,5,0,3,0,6,2,3,142,48
38,2,1,1,22,70000,1,48,4,2,1,0,4,1,1,1,1,85,48
49,2,1,1,16,20000,1,48,4,2,1,0,4,1,1,1,1,169,48
28,2,1,1,19,20000,5,48,4,2,1,0,2,1,1,2,1,368,48
40,2,2,1,21,43400,1,48,4,2,4,1,4,1,1,1,1,536,48
1,2,2,1,0,-19999,5,48,0,2,1,0,5,0,0,2,1,204,48
62,1,1,1,20,28000,1,48,4,2,1,0,2,1,1,1,2,171,48
22,1,1,1,21,0,5,48,4,2,1,0,3,0,3,2,2,354,48
24,2,9,8,10,0,5,48,4,2,5,4,5,0,6,2,3,147,48
37,2,9,1,20,85000,1,48,4,2,3,0,2,1,1,1,1,301,48
42,2,2,1,16,20000,1,48,4,2,1,0,2,1,1,1,3,221,48
37,1,1,2,21,70000,1,48,4,2,1,0,5,1,1,1,1,165,48
13,1,1,2,10,-19999,5,48,0,1,1,0,4,0,0,2,1,907,48
49,1,8,2,12,0,1,48,4,2,1,2,1,0,6,2,0,11,48
36,2,9,2,19,0,1,48,4,2,5,1,7,0,6,1,1,404,48
29,2,1,1,21,61000,1,48,4,2,1,0,2,1,1,1,3,113,48
8,2,1,1,5,-19999,5,48,0,2,1,1,4,0,0,1,3,59,48
4,2,9,2,1,-19999,5,48,0,2,1,0,4,0,0,2,3,301,48
22,1,1,1,16,15400,5,48,4,2,1,0,2,1,1,2,2,182,48
65,1,1,1,16,25500,1,48,4,2,1,0,2,0,6,1,1,110,48
54,1,2,1,17,36000,5,48,4,2,1,0,1,1,1,2,3,283,48
78,1,1,1,21,33000,1,48,2,2,1,0,2,0,6,2,2,46,48
76,1,1,1,22,41000,1,48,4,1,1,0,3,0,6,1,1,39,48
28,2,1,1,22,76000,1,48,4,2,1,0,2,11,1,1,2,480,48
40,1,1,1,19,42000,5,48,4,2,3,0,1,11,1,1,1,114,48
53,2,9,3,22,120000,1,48,4,2,2,1,3,11,1,1,1,72,48
4,1,9,2,2,-19999,5,48,0,2,1,0,5,0,0,2,3,156,48
70,1,1,1,21,15000,1,48,4,2,4,1,2,0,6,2,2,252,48
68,2,1,1,16,20400,1,48,4,2,1,0,3,0,6,1,1,84,48
56,1,2,1,21,160000,1,48,4,2,1,0,4,11,1,2,1,98,48
55,1,6,1,1,20000,1,48,4,2,4,3,2,1,1,2,3,52,48
36,1,1,1,19,55050,1,48,4,2,4,1,3,1,1,2,1,55,48
76,1,9,2,1,7200,1,48,4,2,5,3,2,0,6,2,2,55,48
45,1,1,1,22,537000,1,48,4,2,1,0,4,11,1,1,1,88,48
3,1,9,2,1,-19999,5,48,0,2,1,0,6,0,0,1,1,104,48
5,2,9,2,2,-19999,5,48,0,2,1,1,5,0,0,2,1,194,48
34,1,1,2,19,10200,5,48,2,2,1,1,3,1,1,2,2,322,48
39,2,1,3,19,1100,4,48,4,2,1,1,3,0,6,2,3,210,48
5,2,9,2,1,-19999,5,48,0,2,1,0,5,0,0,2,1,416,48
59,1,1,1,21,62000,1,48,2,2,1,0,2,0,6,2,1,63,48
35,1,2,1,16,0,5,48,4,2,1,0,4,0,3,2,1,55,48
8,2,1,2,4,-19999,5,48,0,2,1,0,6,0,0,1,1,60,48
40,1,1,1,16,68000,1,48,4,2,1,0,4,1,1,1,2,108,48
53,1,8,11,1,13000,1,48,4,2,4,2,2,1,1,1,1,77,48
45,2,1,1,16,40000,1,48,4,2,1,0,4,1,1,1,1,341,48
37,1,1,1,22,120000,1,48,4,2,1,0,4,1,1,1,1,112,48
39,1,6,1,21,147000,1,48,4,2,5,1,4,11,1,1,1,84,48
29,1,1,1,16,0,1,48,4,2,1,0,5,0,6,1,2,182,48
30,1,2,1,19,79000,1,48,2,2,1,0,5,1,1,1,3,120,48
3,1,1,3,1,-19999,5,48,0,2,1,0,5,0,0,2,1,40,48
17,2,2,1,14,0,5,48,4,2,1,0,3,0,6,2,3,539,48
79,1,1,1,12,29000,3,48,4,1,1,0,1,0,6,2,2,153,48
16,1,1,2,13,500,5,48,0,2,5,1,4,0,6,2,1,132,48
34,1,1,2,20,30000,1,48,4,2,1,0,3,1,1,1,4,218,48
5,2,8,2,1,-19999,5,48,0,2,1,4,5,0,0,2,3,261,48
16,1,1,1,13,0,5,48,0,1,1,0,5,0,6,1,1,249,48
1,1,9,2,0,-19999,5,48,0,2,1,0,8,0,0,2,1,258,48
2,2,9,1,0,-19999,5,48,0,2,1,0,4,0,0,1,2,100,48
2,2,9,2,0,-19999,5,48,0,2,1,0,4,0,0,2,1,310,48
63,1,1,1,19,300000,1,48,4,2,1,0,2,1,1,1,1,91,48
24,1,6,1,19,7500,5,48,4,2,1,0,4,1,1,2,2,267,48
49,2,6,1,1,17000,1,48,4,2,4,3,3,1,1,1,2,133,48
78,2,9,2,20,54000,3,48,4,2,1,0,1,1,1,1,1,225,48
83,1,1,1,12,11400,1,48,4,1,1,0,5,0,6,2,2,125,48
45,2,1,1,21,40000,1,48,4,2,1,0,3,11,1,2,1,31,48
53,2,9,2,21,21200,1,48,4,2,1,0,7,0,6,1,1,42,48
41,1,1,1,19,100000,1,48,4,2,1,0,4,1,1,1,1,78,48
49,2,1,1,21,0,1,48,4,2,1,0,4,0,6,1,1,74,48
77,2,1,1,19,0,3,48,4,1,1,0,1,0,6,2,1,199,48
11,1,1,1,8,-19999,5,48,0,2,1,0,4,0,0,2,1,90,48
5,2,1,2,2,-19999,5,48,0,2,1,1,4,0,0,2,3,540,48
69,2,1,1,20,20700,1,48,4,2,1,0,2,0,6,2,2,92,48
3,1,1,1,2,-19999,5,48,0,2,1,0,3,0,0,1,1,242,48
45,1,8,2,17,75000,1,48,4,2,1,1,6,1,1,1,1,253,48
57,2,6,1,23,0,1,48,4,2,4,1,2,0,6,1,2,181,48
26,2,1,1,16,47000,5,48,4,1,1,0,3,1,1,2,3,296,48
1,2,1,1,0,-19999,5,48,0,2,1,0,6,0,0,2,3,281,48
71,2,2,1,16,15400,3,48,4,2,1,0,2,0,6,2,3,160,48
38,2,1,1,20,48000,1,48,4,1,1,0,4,1,1,2,1,87,48
24,1,9,2,16,18000,4,48,4,1,1,1,9,0,6,2,2,187,48
51,1,2,1,21,24000,5,48,4,2,2,0,1,1,1,2,3,187,48
13,1,1,1,10,-19999,5,48,0,2,1,0,4,0,0,1,1,46,48
43,1,1,1,19,140000,1,48,4,2,1,0,3,1,1,1,3,103,48
61,1,8,2,20,139000,2,48,3,1,1,1,2,0,6,2,1,276,48
60,1,1,1,17,77400,1,48,4,2,1,0,2,1,1,1,1,202,48
2,2,9,1,0,-19999,5,48,0,2,1,0,5,0,0,1,3,93,48
92,2,1,1,16,35000,2,48,4,2,1,0,3,0,6,2,1,52,48
92,1,1,1,19,56900,2,48,2,2,1,0,1,0,6,2,2,54,48
2,1,1,1,0,-19999,5,48,0,2,1,0,4,0,0,2,1,216,48
35,2,8,1,16,13000,3,48,4,1,1,0,5,0,6,1,1,185,48
33,2,9,2,16,0,1,48,4,2,5,3,7,0,6,2,2,89,48
1,1,9,2,0,-19999,5,48,0,2,1,0,3,0,0,1,1,516,48
6,2,8,2,4,-19999,5,48,0,2,1,1,4,0,0,2,3,203,48
38,1,1,1,18,18000,1,48,4,2,1,0,3,11,1,1,2,466,48
8,1,1,1,5,-19999,5,48,0,2,1,0,4,0,0,1,2,60,48
34,1,2,1,18,70000,1,48,4,2,1,0,4,1,1,1,1,476,48
46,2,1,2,16,0,1,48,4,2,1,0,4,0,6,1,1,93,48
24,2,1,1,20,35000,1,48,4,2,1,0,3,1,1,1,1,456,48
12,2,2,1,8,-19999,5,48,0,2,1,0,4,0,0,1,1,307,48
70,1,1,1,17,0,3,48,2,1,1,0,1,0,6,2,0,165,48
24,2,1,1,21,3600,5,48,4,2,1,0,3,1,1,1,3,195,48
7,2,8,2,3,-19999,5,48,0,2,1,0,9,0,0,1,1,125,48
82,1,1,1,16,18500,1,48,2,1,1,0,2,0,6,2,3,136,48
68,1,1,1,16,26000,1,48,4,2,1,0,2,0,6,2,2,59,48
44,1,6,1,24,250000,1,48,4,1,4,1,6,1,1,1,1,240,48
33,2,1,1,21,60000,5,48,4,2,1,0,1,1,1,1,3,162,48
25,1,1,1,22,76000,5,48,4,2,1,0,1,1,1,1,3,39,48
31,2,9,2,20,0,1,48,4,2,1,1,5,0,6,1,2,131,48
18,1,9,2,16,10000,5,48,4,2,1,0,3,1,1,2,3,442,48
69,1,6,1,16,6000,1,48,4,2,4,3,4,0,6,2,1,31,48
12,2,2,1,10,-19999,5,48,0,2,1,0,4,0,0,1,1,174,48
54,1,6,1,21,24000,1,48,4,2,5,2,9,1,1,1,2,53,48
40,2,1,1,21,18000,5,48,4,2,1,0,3,10,1,1,3,49,48
22,1,1,1,20,9600,5,48,4,2,1,0,2,1,1,1,1,297,48
18,2,1,1,16,0,5,48,4,1,1,0,1,0,6,2,0,70,48
15,2,8,2,12,0,5,48,0,2,1,1,5,0,0,2,1,198,48
71,1,1,1,21,60400,1,48,2,2,1,0,2,0,6,2,2,54,48
20,2,9,2,19,35000,5,48,4,2,1,1,2,11,1,1,3,210,48
34,1,2,1,16,5100,5,48,4,2,1,1,1,1,1,1,3,58,48
9,1,9,2,8,-19999,5,48,0,2,1,1,11,0,0,2,3,139,48
39,2,2,1,22,80000,1,48,4,2,1,0,4,1,1,1,1,271,48
14,1,9,3,9,-19999,5,48,0,2,1,0,5,0,0,2,1,223,48
58,1,1,1,17,46900,1,48,4,2,4,0,4,1,1,1,1,673,48
11,2,1,2,6,-19999,5,48,0,2,1,0,4,0,0,1,1,144,48
46,1,1,1,20,140000,3,48,4,2,1,0,5,1,1,1,3,146,48
20,2,8,2,19,6300,5,48,4,2,1,1,1,1,1,1,3,364,48
5,2,8,2,2,-19999,5,48,0,2,1,0,6,0,0,2,3,281,48
72,1,1,1,18,17300,1,48,4,1,1,0,2,0,6,2,3,362,48
48,1,9,2,13,30000,1,48,4,2,1,2,4,1,1,2,2,66,48
16,2,9,2,12,0,5,48,0,2,1,1,5,0,6,2,1,247,48
49,2,1,2,16,60000,1,48,4,2,1,0,3,11,1,1,1,305,48
20,1,9,2,19,0,5,48,4,2,1,0,2,0,6,1,2,84,48
37,1,1,1,19,49000,1,48,4,2,1,0,3,1,1,1,3,120,48
20,1,2,1,19,0,5,48,4,2,1,0,1,0,6,2,0,45,48
46,1,9,2,18,65000,5,48,4,2,1,0,3,1,1,1,2,138,48
16,2,9,24,12,0,5,48,0,2,1,1,8,0,6,2,1,179,48
30,2,9,24,17,6000,1,48,4,2,1,0,4,1,1,2,3,239,48
71,2,1,1,18,73500,1,48,4,2,1,0,2,0,6,1,2,43,48
18,2,1,1,16,200,5,48,4,2,1,0,4,0,6,2,3,107,48
17,2,1,1,15,1000,5,48,4,2,1,0,5,1,1,1,1,42,48
17,2,1,1,14,100,5,48,4,2,1,0,6,0,6,1,1,106,48
28,2,1,1,21,30000,5,48,4,2,1,0,1,11,1,1,4,161,48
40,2,8,4,18,60000,1,48,4,2,4,0,4,1,1,1,3,456,48
31,1,1,1,21,65000,1,48,4,2,1,0,3,1,1,1,2,78,48
84,2,8,2,16,1900,1,48,4,1,1,1,2,0,6,2,2,74,48
79,1,6,1,24,52000,1,48,4,2,4,2,2,0,6,1,2,103,48
74,2,1,24,1,3600,1,48,4,2,1,2,2,0,6,2,2,197,48
37,1,6,1,22,73000,1,48,4,2,5,1,3,11,1,1,3,168,48
46,1,1,1,21,100000,1,48,4,2,1,0,4,1,1,1,1,99,48
13,2,9,2,10,-19999,5,48,0,2,1,0,6,0,0,2,3,149,48
30,1,1,1,16,13500,5,48,4,2,1,0,9,0,3,2,1,135,48
62,2,2,1,19,0,1,48,2,2,1,0,2,0,6,1,1,79,48
80,1,9,15,21,40000,1,48,2,1,4,0,2,0,6,2,1,66,48
61,2,2,1,22,138000,1,48,4,2,1,0,2,11,1,1,1,60,48
4,1,6,1,2,-19999,5,48,0,2,1,0,4,0,0,1,3,111,48
55,2,1,1,20,65000,3,48,4,2,1,1,2,1,1,1,1,48,48
41,1,9,1,9,34000,2,48,4,2,5,1,2,1,1,2,1,388,48
55,1,1,1,19,3700,1,48,2,1,1,0,2,0,6,2,1,317,48
3,2,1,1,1,-19999,5,48,0,2,1,0,4,0,0,1,1,70,48
29,2,9,1,19,40000,3,48,4,1,1,0,4,12,1,2,3,309,48
34,1,1,1,17,187000,1,48,4,2,1,0,2,11,1,1,1,82,48
5,1,2,1,1,-19999,5,48,0,2,1,0,3,0,0,2,3,117,48
62,1,1,1,21,72000,1,48,2,2,1,0,2,1,1,1,2,65,48
22,2,9,2,16,13000,1,48,4,2,1,0,6,1,1,1,2,87,48
44,2,2,1,20,67000,1,48,4,2,5,2,4,0,3,2,3,65,48
25,1,6,1,22,12000,5,48,4,2,5,1,2,11,1,1,3,93,48
2,1,6,1,0,-19999,5,48,0,2,1,0,5,0,0,1,3,65,48
60,2,1,1,21,161000,1,48,4,2,1,0,2,0,6,1,2,91,48
36,1,8,2,1,23600,5,48,4,2,5,0,8,0,6,2,2,278,48
48,1,8,2,20,70000,1,48,2,2,1,0,3,1,1,1,1,93,48
47,1,9,2,21,110000,5,48,4,2,1,2,2,11,1,1,1,151,48
55,1,9,2,21,24500,3,48,4,1,1,2,1,1,1,2,3,156,48
28,1,1,1,21,34000,1,48,1,2,1,0,5,1,4,2,3,211,48
39,2,2,1,21,161000,5,48,2,2,1,0,1,1,1,1,1,168,48
59,2,8,2,16,0,3,48,4,2,1,1,7,0,3,2,2,122,48
53,1,1,1,23,312000,1,48,4,2,1,0,6,1,1,1,2,59,48
23,1,8,2,13,20000,5,48,4,2,1,1,2,1,1,2,2,198,48
8,2,9,1,5,-19999,5,48,0,2,1,0,4,0,0,1,1,90,48
22,2,9,2,21,20000,5,48,4,2,1,1,2,1,1,2,3,96,48
60,2,2,1,21,14700,3,48,4,2,1,0,3,1,1,1,1,93,48
25,2,9,2,21,24500,5,48,4,1,1,0,5,10,1,1,1,482,48
33,2,1,2,14,0,1,48,4,2,1,1,5,0,6,2,1,203,48
77,1,1,1,21,14800,1,48,4,1,1,0,2,0,6,2,2,88,48
2,1,9,2,0,-19999,5,48,0,2,1,0,3,0,0,1,1,280,48
34,2,2,1,19,48000,1,48,2,2,1,0,3,1,1,1,3,137,48
64,2,8,11,9,0,1,48,4,2,5,3,2,0,6,2,3,280,48
21,2,2,1,16,5720,5,48,4,2,1,0,1,12,1,2,3,339,48
21,2,1,2,20,11800,5,48,4,2,1,1,5,1,1,2,3,178,48
53,1,9,2,21,318700,1,48,4,2,1,2,3,1,1,2,2,221,48
31,2,1,1,21,75000,5,48,4,2,1,0,3,1,1,2,1,79,48
75,2,9,2,22,25000,1,48,4,2,1,1,2,0,6,1,2,69,48
2,1,2,2,0,-19999,5,48,0,2,1,0,4,0,0,2,3,168,48
51,1,9,2,24,123000,1,48,4,2,1,1,2,1,1,1,3,186,48
39,1,9,17,19,64000,1,48,2,2,1,0,4,1,1,1,1,904,48
52,1,1,1,19,800,1,48,4,2,1,0,3,1,1,2,3,234,48
76,2,6,1,16,12000,1,48,4,2,4,1,2,0,6,1,1,69,48
52,1,9,1,21,55000,1,48,2,2,4,0,2,1,1,2,1,164,48
28,2,6,1,21,101000,5,48,4,2,4,1,4,11,1,1,2,102,48
41,2,6,1,21,140000,1,48,4,2,4,1,4,11,1,1,2,204,48
60,2,1,1,21,60010,1,48,4,1,1,0,4,1,1,1,3,201,48
32,1,2,1,17,28000,5,48,2,2,1,0,1,2,1,1,3,200,48
59,1,1,1,17,18800,3,48,4,2,1,0,1,0,6,2,3,87,48
13,1,2,1,10,-19999,5,48,0,2,1,0,4,0,0,2,1,304,48
15,1,8,2,13,0,5,48,0,2,1,0,4,0,0,1,1,76,48
16,2,3,2,14,0,5,48,0,2,1,1,4,0,6,2,2,206,48
42,2,1,1,20,175000,1,48,4,2,1,0,3,1,1,1,1,77,48
71,1,9,2,21,45400,1,48,4,2,1,0,3,12,1,2,3,171,48
16,1,2,1,12,0,5,48,0,2,1,0,3,0,6,2,2,403,48
6,1,9,21,4,-19999,5,48,0,2,1,1,4,0,0,1,1,116,48
77,2,9,2,18,16900,2,48,4,1,1,1,1,0,6,1,3,73,48
52,1,9,23,19,33200,1,48,2,2,1,1,4,1,1,1,3,60,48
34,1,8,2,20,26200,1,48,4,2,3,1,4,1,1,2,2,250,48
31,2,1,2,13,0,5,48,4,2,4,1,6,0,6,2,1,319,48
31,2,1,1,23,71180,5,48,4,2,1,0,1,11,1,1,3,263,48
76,2,1,2,16,9600,1,48,4,1,1,1,2,0,6,2,2,141,48
84,1,1,1,18,26200,1,48,2,1,1,0,2,0,6,2,2,139,48
24,1,1,24,16,600,5,48,4,2,1,0,3,1,1,2,2,47,48
37,1,1,1,16,39000,5,48,4,2,1,0,2,1,1,2,1,58,48
50,2,6,1,20,11400,1,48,4,1,4,1,5,0,6,2,2,61,48
8,2,1,1,5,-19999,5,48,0,2,1,0,4,0,0,1,1,709,48
78,1,9,2,17,69600,1,48,2,2,1,1,4,1,1,2,2,80,48
15,2,1,1,12,0,5,48,0,2,1,0,3,0,0,1,1,214,48
77,2,1,1,16,27600,2,48,4,1,1,0,1,0,6,1,1,173,48
29,2,1,1,23,65000,5,48,4,2,1,0,1,1,1,1,1,317,48
47,1,1,1,16,25000,1,48,4,2,1,0,3,1,1,1,1,174,48
28,1,1,1,16,72700,5,48,4,2,1,0,2,1,1,1,1,298,48
64,1,1,1,1,50130,1,53,4,2,1,0,2,10,1,2,2,126,53
49,2,6,1,23,138000,1,53,4,2,4,2,3,1,1,2,2,213,53
7,1,1,1,4,-19999,5,53,0,2,1,0,5,0,0,1,3,89,53
24,1,1,1,20,55000,5,53,4,1,1,0,1,1,1,1,3,208,53
57,1,1,1,17,10100,5,53,4,2,1,0,6,0,6,2,3,187,53
0,1,1,1,0,-19999,5,53,0,2,1,0,6,0,0,2,3,109,53
52,1,6,1,20,53000,5,53,2,1,4,0,1,0,6,2,1,148,53
80,2,1,1,16,5800,1,53,4,1,1,0,3,0,6,2,4,214,53
60,2,1,1,16,42000,1,53,4,2,1,0,2,1,1,1,1,105,53
5,1,8,24,3,-19999,5,53,0,2,1,0,15,0,0,2,1,292,53
62,1,1,1,21,88000,1,53,2,1,1,0,2,0,6,1,2,78,53
27,2,1,1,22,0,5,53,4,2,3,1,2,0,6,1,3,80,53
58,1,1,1,19,120000,1,53,4,2,1,0,3,1,1,1,1,103,53
54,2,1,1,20,90000,1,53,4,2,1,0,3,1,1,1,1,106,53
17,1,2,1,14,75000,5,53,4,2,1,0,5,0,6,1,1,446,53
21,2,1,1,16,30000,5,53,4,2,1,0,5,1,1,1,3,58,53
75,1,1,1,21,15000,5,53,2,2,1,0,1,0,6,1,3,253,53
79,1,1,1,16,44400,3,53,2,1,1,0,2,0,6,1,2,47,53
79,1,1,1,20,37700,3,53,4,2,1,0,1,0,6,2,2,73,53
13,1,1,1,9,-19999,5,53,0,2,1,0,3,0,0,1,1,23,53
65,2,2,1,19,11900,3,53,4,1,1,0,3,0,6,2,3,237,53
35,2,6,1,22,0,5,53,4,2,4,0,2,0,6,1,1,99,53
17,1,1,1,14,9000,5,53,4,2,1,0,4,0,6,2,3,57,53
10,2,1,1,7,-19999,5,53,0,2,1,0,4,0,0,1,1,67,53
84,2,1,1,21,52600,2,53,4,1,1,0,1,0,6,1,2,97,53
10,2,1,1,7,-19999,5,53,0,2,1,0,4,0,0,1,3,462,53
36,1,1,1,16,150000,1,53,4,2,4,1,2,1,1,1,3,78,53
4,2,1,1,2,-19999,5,53,0,2,1,0,3,0,0,1,1,62,53
58,2,1,1,22,40000,1,53,4,2,1,0,2,1,1,2,1,45,53
48,1,1,1,21,22000,4,53,4,1,1,0,3,1,1,1,1,82,53
65,2,1,1,21,0,2,53,4,2,5,2,6,0,6,2,3,132,53
39,1,1,1,22,150000,1,53,1,2,1,0,5,1,4,2,1,141,53
8,2,1,1,5,-19999,5,53,0,2,1,0,3,0,0,1,1,111,53
62,1,1,1,16,122800,1,53,4,1,1,0,2,0,2,2,2,60,53
35,1,1,1,20,140250,1,53,4,2,4,1,2,11,1,1,3,72,53
63,1,1,1,21,93000,1,53,2,2,1,0,4,8,1,1,1,67,53
10,2,1,1,7,-19999,5,53,0,2,1,0,4,0,0,1,1,288,53
68,2,1,1,20,14500,3,53,4,2,1,0,1,0,6,2,1,96,53
47,1,1,1,22,163000,3,53,4,2,1,0,2,1,1,1,1,97,53
12,1,9,1,10,-19999,5,53,0,2,1,0,4,0,0,1,1,47,53
32,2,1,1,21,40000,5,53,4,2,3,0,4,2,1,1,1,133,53
24,1,9,1,22,49000,5,53,4,2,1,0,2,0,3,1,3,332,53
5,1,1,1,2,-19999,5,53,0,2,1,0,5,0,0,1,3,384,53
55,1,1,1,15,11700,5,53,4,2,1,0,1,0,6,2,3,179,53
2,1,9,2,0,-19999,5,53,0,2,1,0,7,0,0,1,2,117,53
53,2,1,1,22,3000,1,53,4,2,1,0,4,1,1,2,1,56,53
65,1,1,1,23,110000,1,53,4,2,5,0,2,11,1,1,1,240,53
68,1,1,1,21,103000,1,53,4,1,1,0,2,11,1,2,2,175,53
34,1,1,1,21,22000,5,53,4,2,1,0,2,0,6,2,3,48,53
43,1,8,2,12,50000,1,53,4,2,5,1,5,1,1,1,3,453,53
74,2,1,1,20,13500,1,53,4,2,1,0,2,0,6,1,2,52,53
35,2,6,1,21,165000,1,53,4,2,4,1,2,11,1,2,3,307,53
46,1,1,1,21,1600,5,53,4,1,1,0,3,0,6,2,1,89,53
31,1,1,1,22,200000,3,53,4,2,1,0,2,1,1,1,3,315,53
41,1,1,1,20,75000,5,53,2,2,1,0,1,1,1,1,3,240,53
28,1,1,1,16,20000,5,53,4,2,1,0,4,1,1,2,3,140,53
23,2,9,19,21,7800,5,53,4,2,1,1,1,0,6,2,1,156,53
52,1,6,1,22,160000,1,53,4,2,4,0,3,1,1,1,1,66,53
16,2,1,1,13,0,5,53,0,2,1,0,6,0,6,1,1,99,53
